strategy,weight,sym,dir,m,res,factor_id,p
bttp_aave_001,0.0095,AAVE,R,B,1h,bttp_aave,"[96, 124, 0.6]"
bttp_aave_002,0.0095,AAVE,R,B,1h,bttp_aave,"[8, 192, 2.0]"
bttp_aave_003,0.0095,AAVE,R,B,1h,bttp_aave,"[96, 124, 0.8]"
bttp_aave_004,0.0095,AAVE,R,B,1h,bttp_aave,"[84, 124, 0.8]"
bttp_aave_005,0.0095,AAVE,R,B,1h,bttp_aave,"[36, 124, 2.0]"
bttp_aave_006,0.0095,AAVE,R,B,1h,bttp_aave,"[12, 98, 1.2]"
bttp_aave_007,0.0095,AAVE,R,B,1h,bttp_aave,"[42, 155, 2.2]"
bttp_aave_008,0.0095,AAVE,R,B,1h,bttp_aave,"[42, 41, 1.8]"
bttp_aave_009,0.0095,AAVE,R,R,1h,bttp_aave,"[96, 124, 0.65]"
bttp_aave_010,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 155, 0.75]"
bttp_aave_011,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 124, 0.6]"
bttp_aave_012,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 155, 0.8]"
bttp_aave_013,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 124, 0.85]"
bttp_aave_014,0.0095,AAVE,R,R,1h,bttp_aave,"[72, 155, 0.6]"
bttp_aave_015,0.0095,AAVE,R,R,1h,bttp_aave,"[96, 98, 0.55]"
bttp_aave_016,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 155, 0.6]"
bttp_aave_017,0.0095,AAVE,R,R,1h,bttp_aave,"[84, 98, 0.8]"
bttp_bnb_001,0.0272,BNB,R,B,1h,bttp_bnb,"[60, 1075, 0.8]"
bttp_bnb_002,0.0272,BNB,R,B,1h,bttp_bnb,"[84, 1075, 1.0]"
bttp_bnb_003,0.0272,BNB,R,B,1h,bttp_bnb,"[48, 1292, 0.6]"
bttp_bnb_004,0.0272,BNB,R,B,1h,bttp_bnb,"[6, 1075, 0.8]"
bttp_bnb_005,0.0272,BNB,R,B,1h,bttp_bnb,"[60, 1075, 0.6]"
bttp_bnb_006,0.0272,BNB,R,B,1h,bttp_bnb,"[96, 1075, 1.0]"
bttp_bnb_007,0.0272,BNB,R,B,1h,bttp_bnb,"[96, 1075, 0.6]"
bttp_bnb_008,0.0272,BNB,R,B,1h,bttp_bnb,"[30, 894, 1.6]"
bttp_bnb_009,0.0272,BNB,R,B,1h,bttp_bnb,"[84, 512, 2.0]"
bttp_bnb_010,0.0272,BNB,R,B,1h,bttp_bnb,"[42, 1292, 0.6]"
bttp_bnb_011,0.0272,BNB,R,R,1h,bttp_bnb,"[96, 1292, 0.75]"
bttp_bnb_012,0.0272,BNB,R,R,1h,bttp_bnb,"[84, 743, 0.9]"
bttp_bnb_013,0.0272,BNB,R,R,1h,bttp_bnb,"[72, 1292, 0.8]"
bttp_bnb_014,0.0272,BNB,R,R,1h,bttp_bnb,"[60, 1075, 0.8]"
bttp_bnb_015,0.0272,BNB,R,R,1h,bttp_bnb,"[72, 1075, 0.6]"
bttp_bnb_016,0.0272,BNB,R,R,1h,bttp_bnb,"[84, 1292, 0.75]"
bttp_bnb_017,0.0272,BNB,R,R,1h,bttp_bnb,"[96, 1292, 0.7]"
bttp_bnb_018,0.0272,BNB,R,R,1h,bttp_bnb,"[48, 1075, 0.75]"
bttp_bnb_019,0.0272,BNB,R,R,1h,bttp_bnb,"[42, 617, 0.95]"
bttp_bnb_020,0.0272,BNB,R,R,1h,bttp_bnb,"[72, 894, 0.6]"
bttp_cfx_001,0.0055,CFX,R,B,1h,bttp_cfx,"[42, 98, 0.4]"
bttp_cfx_002,0.0055,CFX,R,B,1h,bttp_cfx,"[72, 155, 1.2]"
bttp_cfx_003,0.0055,CFX,R,B,1h,bttp_cfx,"[30, 512, 1.8]"
bttp_cfx_004,0.0055,CFX,R,B,1h,bttp_cfx,"[72, 155, 0.6]"
bttp_cfx_005,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 98, 1.0]"
bttp_cfx_006,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 124, 1.0]"
bttp_cfx_007,0.0055,CFX,R,B,1h,bttp_cfx,"[84, 192, 2.0]"
bttp_cfx_008,0.0055,CFX,R,B,1h,bttp_cfx,"[60, 192, 1.4]"
bttp_cfx_009,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 41, 1.0]"
bttp_cfx_010,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 124, 1.4]"
bttp_cfx_011,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 98, 1.2]"
bttp_cfx_012,0.0055,CFX,R,B,1h,bttp_cfx,"[96, 192, 2.2]"
bttp_cfx_013,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 155, 0.7]"
bttp_cfx_014,0.0055,CFX,R,R,1h,bttp_cfx,"[84, 124, 0.95]"
bttp_cfx_015,0.0055,CFX,R,R,1h,bttp_cfx,"[84, 124, 0.8]"
bttp_cfx_016,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 98, 0.9]"
bttp_cfx_017,0.0055,CFX,R,R,1h,bttp_cfx,"[84, 155, 0.7]"
bttp_cfx_018,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 98, 0.85]"
bttp_cfx_019,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 124, 0.9]"
bttp_cfx_020,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 124, 0.65]"
bttp_cfx_021,0.0055,CFX,R,R,1h,bttp_cfx,"[96, 124, 0.75]"
bttp_dot_001,0.0323,DOT,R,B,1h,bttp_dot,"[6, 2238, 1.8]"
bttp_dot_002,0.0323,DOT,R,B,1h,bttp_dot,"[1, 2238, 1.8]"
bttp_dot_003,0.0323,DOT,R,B,1h,bttp_dot,"[12, 236, 1.8]"
bttp_dot_004,0.0323,DOT,R,B,1h,bttp_dot,"[8, 2238, 1.8]"
bttp_dot_005,0.0323,DOT,R,B,1h,bttp_dot,"[6, 2238, 1.4]"
bttp_dot_006,0.0323,DOT,R,B,1h,bttp_dot,"[4, 1864, 1.6]"
bttp_dot_007,0.0323,DOT,R,B,1h,bttp_dot,"[2, 2238, 1.8]"
bttp_dot_008,0.0323,DOT,R,B,1h,bttp_dot,"[2, 1864, 2.0]"
bttp_dot_009,0.0323,DOT,R,R,1h,bttp_dot,"[6, 617, 0.95]"
bttp_dot_010,0.0323,DOT,R,R,1h,bttp_dot,"[96, 894, 0.55]"
bttp_dot_011,0.0323,DOT,R,R,1h,bttp_dot,"[84, 288, 0.75]"
bttp_dot_012,0.0323,DOT,R,R,1h,bttp_dot,"[12, 2238, 0.95]"
bttp_dot_013,0.0323,DOT,R,R,1h,bttp_dot,"[72, 1075, 0.5]"
bttp_dot_014,0.0323,DOT,R,R,1h,bttp_dot,"[2, 2238, 0.95]"
bttp_dot_015,0.0323,DOT,R,R,1h,bttp_dot,"[24, 1075, 0.7]"
bttp_dot_016,0.0323,DOT,R,R,1h,bttp_dot,"[18, 236, 0.95]"
bttp_dot_017,0.0323,DOT,R,R,1h,bttp_dot,"[4, 2238, 0.95]"
bttp_icp_001,0.0203,ICP,R,B,1h,bttp_icp,"[6, 617, 1.4]"
bttp_icp_002,0.0203,ICP,R,B,1h,bttp_icp,"[30, 288, 1.0]"
bttp_icp_003,0.0203,ICP,R,B,1h,bttp_icp,"[42, 288, 1.2]"
bttp_icp_004,0.0203,ICP,R,B,1h,bttp_icp,"[18, 288, 1.0]"
bttp_icp_005,0.0203,ICP,R,B,1h,bttp_icp,"[18, 512, 1.2]"
bttp_icp_006,0.0203,ICP,R,B,1h,bttp_icp,"[12, 743, 1.2]"
bttp_icp_007,0.0203,ICP,R,B,1h,bttp_icp,"[24, 350, 1.2]"
bttp_icp_008,0.0203,ICP,R,B,1h,bttp_icp,"[30, 617, 1.2]"
bttp_icp_009,0.0203,ICP,R,B,1h,bttp_icp,"[30, 350, 1.4]"
bttp_icp_010,0.0203,ICP,R,B,1h,bttp_icp,"[24, 512, 1.4]"
bttp_icp_011,0.0203,ICP,R,B,1h,bttp_icp,"[24, 617, 1.2]"
bttp_icp_012,0.0203,ICP,R,R,1h,bttp_icp,"[36, 617, 0.9]"
bttp_icp_013,0.0203,ICP,R,R,1h,bttp_icp,"[6, 617, 0.9]"
bttp_icp_014,0.0203,ICP,R,R,1h,bttp_icp,"[36, 424, 0.85]"
bttp_icp_015,0.0203,ICP,R,R,1h,bttp_icp,"[30, 617, 0.9]"
bttp_icp_016,0.0203,ICP,R,R,1h,bttp_icp,"[24, 512, 0.9]"
bttp_icp_017,0.0203,ICP,R,R,1h,bttp_icp,"[30, 512, 0.9]"
bttp_icp_018,0.0203,ICP,R,R,1h,bttp_icp,"[60, 236, 0.95]"
bttp_icp_019,0.0203,ICP,R,R,1h,bttp_icp,"[30, 350, 0.85]"
bttp_icp_020,0.0203,ICP,R,R,1h,bttp_icp,"[24, 743, 0.9]"
bttp_icp_021,0.0203,ICP,R,R,1h,bttp_icp,"[42, 512, 0.85]"
bttp_link_001,0.0057,LINK,R,B,1h,bttp_link,"[72, 1864, 0.6]"
bttp_link_002,0.0057,LINK,R,B,1h,bttp_link,"[72, 1075, 0.0]"
bttp_link_003,0.0057,LINK,R,B,1h,bttp_link,"[84, 1552, 0.6]"
bttp_link_004,0.0057,LINK,R,B,1h,bttp_link,"[12, 1552, 1.0]"
bttp_link_005,0.0057,LINK,R,B,1h,bttp_link,"[36, 743, 1.6]"
bttp_link_006,0.0057,LINK,R,B,1h,bttp_link,"[84, 1864, 0.6]"
bttp_link_007,0.0057,LINK,R,B,1h,bttp_link,"[36, 894, 1.6]"
bttp_link_008,0.0057,LINK,R,B,1h,bttp_link,"[60, 743, 1.6]"
bttp_link_009,0.0057,LINK,R,B,1h,bttp_link,"[42, 1864, 0.6]"
bttp_link_010,0.0057,LINK,R,B,1h,bttp_link,"[72, 1552, 0.6]"
bttp_link_011,0.0057,LINK,R,B,1h,bttp_link,"[60, 1864, 0.6]"
bttp_link_012,0.0057,LINK,R,B,1h,bttp_link,"[42, 894, 1.6]"
bttp_link_013,0.0057,LINK,R,R,1h,bttp_link,"[84, 2238, 0.75]"
bttp_link_014,0.0057,LINK,R,R,1h,bttp_link,"[72, 2238, 0.65]"
bttp_link_015,0.0057,LINK,R,R,1h,bttp_link,"[72, 2238, 0.7]"
bttp_link_016,0.0057,LINK,R,R,1h,bttp_link,"[36, 1864, 0.7]"
bttp_link_017,0.0057,LINK,R,R,1h,bttp_link,"[60, 192, 0.6]"
bttp_link_018,0.0057,LINK,R,R,1h,bttp_link,"[96, 2238, 0.65]"
bttp_link_019,0.0057,LINK,R,R,1h,bttp_link,"[84, 192, 0.6]"
bttp_link_020,0.0057,LINK,R,R,1h,bttp_link,"[84, 2238, 0.7]"
bttp_link_021,0.0057,LINK,R,R,1h,bttp_link,"[84, 1864, 0.7]"
bttp_link_022,0.0057,LINK,R,R,1h,bttp_link,"[48, 2238, 0.65]"
bttp_near_001,0.0,NEAR,R,B,1h,bttp_near,"[48, 1292, 0.0]"
bttp_near_002,0.0,NEAR,R,B,1h,bttp_near,"[96, 1292, 0.2]"
bttp_near_003,0.0,NEAR,R,B,1h,bttp_near,"[84, 1075, 0.0]"
bttp_near_004,0.0,NEAR,R,B,1h,bttp_near,"[72, 1075, 0.4]"
bttp_near_005,0.0,NEAR,R,B,1h,bttp_near,"[96, 1292, 0.4]"
bttp_near_006,0.0,NEAR,R,B,1h,bttp_near,"[84, 894, 0.0]"
bttp_near_007,0.0,NEAR,R,B,1h,bttp_near,"[72, 1292, 0.2]"
bttp_near_008,0.0,NEAR,R,B,1h,bttp_near,"[48, 1864, 0.2]"
bttp_near_009,0.0,NEAR,R,B,1h,bttp_near,"[84, 1075, 0.4]"
bttp_near_010,0.0,NEAR,R,B,1h,bttp_near,"[72, 1864, 0.2]"
bttp_near_011,0.0,NEAR,R,B,1h,bttp_near,"[72, 1292, 0.4]"
bttp_near_012,0.0,NEAR,R,R,1h,bttp_near,"[84, 1292, 0.6]"
bttp_near_013,0.0,NEAR,R,R,1h,bttp_near,"[96, 1292, 0.5]"
bttp_near_014,0.0,NEAR,R,R,1h,bttp_near,"[72, 1292, 0.6]"
bttp_near_015,0.0,NEAR,R,R,1h,bttp_near,"[96, 1292, 0.6]"
bttp_near_016,0.0,NEAR,R,R,1h,bttp_near,"[84, 1292, 0.55]"
bttp_near_017,0.0,NEAR,R,R,1h,bttp_near,"[84, 1075, 0.7]"
bttp_near_018,0.0,NEAR,R,R,1h,bttp_near,"[84, 1075, 0.55]"
bttp_near_019,0.0,NEAR,R,R,1h,bttp_near,"[96, 1552, 0.8]"
bttp_sui_001,0.0142,SUI,R,B,1h,bttp_sui,"[24, 617, 1.0]"
bttp_sui_002,0.0142,SUI,R,B,1h,bttp_sui,"[12, 617, 0.6]"
bttp_sui_003,0.0142,SUI,R,B,1h,bttp_sui,"[1, 424, 2.2]"
bttp_sui_004,0.0142,SUI,R,B,1h,bttp_sui,"[24, 617, 0.8]"
bttp_sui_005,0.0142,SUI,R,B,1h,bttp_sui,"[30, 57, 1.0]"
bttp_sui_006,0.0142,SUI,R,B,1h,bttp_sui,"[12, 350, 1.8]"
bttp_sui_007,0.0142,SUI,R,B,1h,bttp_sui,"[48, 27, 1.2]"
bttp_sui_008,0.0142,SUI,R,B,1h,bttp_sui,"[2, 350, 2.0]"
bttp_sui_009,0.0142,SUI,R,R,1h,bttp_sui,"[1, 1552, 0.95]"
bttp_sui_010,0.0142,SUI,R,R,1h,bttp_sui,"[48, 15, 0.75]"
bttp_sui_011,0.0142,SUI,R,R,1h,bttp_sui,"[2, 617, 0.85]"
bttp_sui_012,0.0142,SUI,R,R,1h,bttp_sui,"[42, 15, 0.7]"
bttp_sui_013,0.0142,SUI,R,R,1h,bttp_sui,"[1, 350, 0.95]"
bttp_sui_014,0.0142,SUI,R,R,1h,bttp_sui,"[1, 350, 0.85]"
bttp_sui_015,0.0142,SUI,R,R,1h,bttp_sui,"[48, 57, 0.8]"
bttp_sui_016,0.0142,SUI,R,R,1h,bttp_sui,"[2, 512, 0.85]"
bttp_sui_017,0.0142,SUI,R,R,1h,bttp_sui,"[12, 57, 0.6]"
bttp_sui_018,0.0142,SUI,R,R,1h,bttp_sui,"[18, 15, 0.7]"
bttp_tao_001,0.0218,TAO,R,B,1h,bttp_tao,"[48, 76, 1.6]"
bttp_tao_002,0.0218,TAO,R,B,1h,bttp_tao,"[48, 27, 1.6]"
bttp_tao_003,0.0218,TAO,R,B,1h,bttp_tao,"[42, 57, 1.6]"
bttp_tao_004,0.0218,TAO,R,B,1h,bttp_tao,"[48, 41, 1.6]"
bttp_tao_005,0.0218,TAO,R,B,1h,bttp_tao,"[36, 57, 1.2]"
bttp_tao_006,0.0218,TAO,R,B,1h,bttp_tao,"[48, 57, 1.2]"
bttp_tao_007,0.0218,TAO,R,B,1h,bttp_tao,"[36, 57, 1.4]"
bttp_tao_008,0.0218,TAO,R,B,1h,bttp_tao,"[36, 76, 1.8]"
bttp_tao_009,0.0218,TAO,R,B,1h,bttp_tao,"[42, 41, 1.4]"
bttp_tao_010,0.0218,TAO,R,B,1h,bttp_tao,"[1, 98, 1.4]"
bttp_tao_011,0.0218,TAO,R,B,1h,bttp_tao,"[30, 98, 2.0]"
bttp_tao_012,0.0218,TAO,R,R,1h,bttp_tao,"[4, 1292, 0.85]"
bttp_tao_013,0.0218,TAO,R,R,1h,bttp_tao,"[36, 57, 0.95]"
bttp_tao_014,0.0218,TAO,R,R,1h,bttp_tao,"[30, 1552, 0.75]"
bttp_tao_015,0.0218,TAO,R,R,1h,bttp_tao,"[30, 76, 0.8]"
bttp_tao_016,0.0218,TAO,R,R,1h,bttp_tao,"[36, 41, 0.85]"
bttp_tao_017,0.0218,TAO,R,R,1h,bttp_tao,"[18, 155, 0.9]"
bttp_tao_018,0.0218,TAO,R,R,1h,bttp_tao,"[30, 57, 0.95]"
bttp_tao_019,0.0218,TAO,R,R,1h,bttp_tao,"[30, 1292, 0.85]"
bttp_tao_020,0.0218,TAO,R,R,1h,bttp_tao,"[18, 155, 0.85]"
bttp_virtual_001,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[36, 192, 2.0]"
bttp_virtual_002,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[72, 124, 2.0]"
bttp_virtual_003,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[84, 124, 2.2]"
bttp_virtual_004,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[8, 124, 1.4]"
bttp_virtual_005,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[30, 15, 2.2]"
bttp_virtual_006,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[24, 155, 1.8]"
bttp_virtual_007,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[2, 192, 1.2]"
bttp_virtual_008,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[30, 192, 1.8]"
bttp_virtual_009,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[4, 98, 1.6]"
bttp_virtual_010,0.0328,VIRTUAL,R,B,1h,bttp_virtual,"[36, 155, 2.2]"
bttp_virtual_011,0.0328,VIRTUAL,R,R,1h,bttp_virtual,"[18, 41, 0.7]"
bttp_virtual_012,0.0328,VIRTUAL,R,R,1h,bttp_virtual,"[48, 5, 0.65]"
bttp_virtual_013,0.0328,VIRTUAL,R,R,1h,bttp_virtual,"[36, 124, 0.65]"
bttp_virtual_014,0.0328,VIRTUAL,R,R,1h,bttp_virtual,"[12, 57, 0.7]"
bttp_wif_001,0.0118,WIF,R,B,1h,bttp_wif,"[72, 155, 0.4]"
bttp_wif_002,0.0118,WIF,R,B,1h,bttp_wif,"[72, 124, 1.4]"
bttp_wif_003,0.0118,WIF,R,B,1h,bttp_wif,"[1, 350, 2.0]"
bttp_wif_004,0.0118,WIF,R,B,1h,bttp_wif,"[2, 424, 2.2]"
bttp_wif_005,0.0118,WIF,R,B,1h,bttp_wif,"[4, 350, 2.0]"
bttp_wif_006,0.0118,WIF,R,B,1h,bttp_wif,"[1, 288, 2.0]"
bttp_wif_007,0.0118,WIF,R,B,1h,bttp_wif,"[1, 512, 2.2]"
bttp_wif_008,0.0118,WIF,R,B,1h,bttp_wif,"[1, 124, 1.0]"
bttp_wif_009,0.0118,WIF,R,B,1h,bttp_wif,"[48, 192, 0.2]"
bttp_wif_010,0.0118,WIF,R,B,1h,bttp_wif,"[1, 192, 1.4]"
bttp_wif_011,0.0118,WIF,R,R,1h,bttp_wif,"[96, 155, 0.6]"
bttp_wif_012,0.0118,WIF,R,R,1h,bttp_wif,"[60, 236, 0.6]"
bttp_wif_013,0.0118,WIF,R,R,1h,bttp_wif,"[48, 236, 0.55]"
bttp_wif_014,0.0118,WIF,R,R,1h,bttp_wif,"[2, 192, 0.95]"
bttp_wif_015,0.0118,WIF,R,R,1h,bttp_wif,"[2, 350, 0.95]"
bttp_wif_016,0.0118,WIF,R,R,1h,bttp_wif,"[2, 98, 0.9]"
bttp_wif_017,0.0118,WIF,R,R,1h,bttp_wif,"[4, 236, 0.95]"
bttp_wif_018,0.0118,WIF,R,R,1h,bttp_wif,"[6, 192, 0.9]"
bttp_wif_019,0.0118,WIF,R,R,1h,bttp_wif,"[2, 192, 0.9]"
bttp_wif_020,0.0118,WIF,R,R,1h,bttp_wif,"[48, 155, 0.85]"
bttp_wif_021,0.0118,WIF,R,R,1h,bttp_wif,"[1, 124, 0.95]"
bttp_wld_001,0.0149,WLD,R,B,1h,bttp_wld,"[72, 288, 2.2]"
bttp_wld_002,0.0149,WLD,R,B,1h,bttp_wld,"[30, 236, 2.0]"
bttp_wld_003,0.0149,WLD,R,B,1h,bttp_wld,"[42, 236, 1.6]"
bttp_wld_004,0.0149,WLD,R,B,1h,bttp_wld,"[48, 236, 2.2]"
bttp_wld_005,0.0149,WLD,R,B,1h,bttp_wld,"[36, 192, 2.0]"
bttp_wld_006,0.0149,WLD,R,B,1h,bttp_wld,"[24, 1552, 1.8]"
bttp_wld_007,0.0149,WLD,R,B,1h,bttp_wld,"[24, 236, 2.0]"
bttp_wld_008,0.0149,WLD,R,B,1h,bttp_wld,"[30, 236, 2.2]"
bttp_wld_009,0.0149,WLD,R,B,1h,bttp_wld,"[48, 236, 1.8]"
bttp_wld_010,0.0149,WLD,R,R,1h,bttp_wld,"[8, 617, 0.6]"
bttp_wld_011,0.0149,WLD,R,R,1h,bttp_wld,"[1, 617, 0.6]"
bttp_wld_012,0.0149,WLD,R,R,1h,bttp_wld,"[12, 424, 0.75]"
bttp_wld_013,0.0149,WLD,R,R,1h,bttp_wld,"[6, 617, 0.6]"
bttp_wld_014,0.0149,WLD,R,R,1h,bttp_wld,"[4, 617, 0.55]"
bttp_wld_015,0.0149,WLD,R,R,1h,bttp_wld,"[4, 743, 0.5]"
bttp_wld_016,0.0149,WLD,R,R,1h,bttp_wld,"[4, 617, 0.6]"
bttp_wld_017,0.0149,WLD,R,R,1h,bttp_wld,"[2, 743, 0.65]"
bttp_wld_018,0.0149,WLD,R,R,1h,bttp_wld,"[48, 27, 0.55]"
bttp_xlm_001,0.0128,XLM,R,B,1h,bttp_xlm,"[84, 155, 0.8]"
bttp_xlm_002,0.0128,XLM,R,B,1h,bttp_xlm,"[30, 512, 1.0]"
bttp_xlm_003,0.0128,XLM,R,B,1h,bttp_xlm,"[84, 192, 0.8]"
bttp_xlm_004,0.0128,XLM,R,B,1h,bttp_xlm,"[96, 124, 1.0]"
bttp_xlm_005,0.0128,XLM,R,B,1h,bttp_xlm,"[96, 155, 0.8]"
bttp_xlm_006,0.0128,XLM,R,B,1h,bttp_xlm,"[60, 155, 0.2]"
bttp_xlm_007,0.0128,XLM,R,B,1h,bttp_xlm,"[42, 512, 0.8]"
bttp_xlm_008,0.0128,XLM,R,B,1h,bttp_xlm,"[24, 512, 1.2]"
bttp_xlm_009,0.0128,XLM,R,B,1h,bttp_xlm,"[60, 192, 0.6]"
bttp_xlm_010,0.0128,XLM,R,B,1h,bttp_xlm,"[84, 155, 1.0]"
bttp_xlm_011,0.0128,XLM,R,B,1h,bttp_xlm,"[36, 512, 1.0]"
bttp_xlm_012,0.0128,XLM,R,B,1h,bttp_xlm,"[84, 124, 0.4]"
bttp_xlm_013,0.0128,XLM,R,R,1h,bttp_xlm,"[24, 512, 0.95]"
bttp_xlm_014,0.0128,XLM,R,R,1h,bttp_xlm,"[60, 192, 0.7]"
bttp_xlm_015,0.0128,XLM,R,R,1h,bttp_xlm,"[12, 617, 0.8]"
bttp_xlm_016,0.0128,XLM,R,R,1h,bttp_xlm,"[96, 155, 0.6]"
bttp_xlm_017,0.0128,XLM,R,R,1h,bttp_xlm,"[30, 512, 0.85]"
bttp_xlm_018,0.0128,XLM,R,R,1h,bttp_xlm,"[60, 124, 0.95]"
bttp_xlm_019,0.0128,XLM,R,R,1h,bttp_xlm,"[84, 155, 0.6]"
bttp_xlm_020,0.0128,XLM,R,R,1h,bttp_xlm,"[72, 350, 0.85]"
bttp_xlm_021,0.0128,XLM,R,R,1h,bttp_xlm,"[96, 155, 0.7]"
bttp_xlm_022,0.0128,XLM,R,R,1h,bttp_xlm,"[96, 124, 0.8]"
bttp_xlm_023,0.0128,XLM,R,R,1h,bttp_xlm,"[12, 512, 0.9]"
bttp_zec_001,0.0107,ZEC,R,B,1h,bttp_zec,"[12, 512, 2.0]"
bttp_zec_002,0.0107,ZEC,R,B,1h,bttp_zec,"[1, 512, 2.2]"
bttp_zec_003,0.0107,ZEC,R,B,1h,bttp_zec,"[18, 512, 2.0]"
bttp_zec_004,0.0107,ZEC,R,B,1h,bttp_zec,"[8, 424, 2.0]"
bttp_zec_005,0.0107,ZEC,R,B,1h,bttp_zec,"[18, 288, 2.2]"
bttp_zec_006,0.0107,ZEC,R,B,1h,bttp_zec,"[1, 424, 2.0]"
bttp_zec_007,0.0107,ZEC,R,B,1h,bttp_zec,"[18, 424, 2.0]"
bttp_zec_008,0.0107,ZEC,R,B,1h,bttp_zec,"[18, 424, 1.8]"
bttp_zec_009,0.0107,ZEC,R,R,1h,bttp_zec,"[36, 512, 0.95]"
bttp_zec_010,0.0107,ZEC,R,R,1h,bttp_zec,"[48, 288, 0.95]"
bttp_zec_011,0.0107,ZEC,R,R,1h,bttp_zec,"[36, 617, 0.95]"
bttp_zec_012,0.0107,ZEC,R,R,1h,bttp_zec,"[42, 424, 0.9]"
bttp_zec_013,0.0107,ZEC,R,R,1h,bttp_zec,"[42, 1864, 0.5]"
bttp_zec_014,0.0107,ZEC,R,R,1h,bttp_zec,"[24, 1864, 0.5]"
bttp_zec_015,0.0107,ZEC,R,R,1h,bttp_zec,"[42, 424, 0.95]"
bttp_zec_016,0.0107,ZEC,R,R,1h,bttp_zec,"[1, 1864, 0.5]"
bttp_zec_017,0.0107,ZEC,R,R,1h,bttp_zec,"[18, 617, 0.9]"
bttp_zec_018,0.0107,ZEC,R,R,1h,bttp_zec,"[48, 424, 0.95]"
bttp_zec_019,0.0107,ZEC,R,R,1h,bttp_zec,"[48, 350, 0.95]"
bttp_zec_020,0.0107,ZEC,R,R,1h,bttp_zec,"[12, 424, 0.9]"
bgc_arb_001,0.0041,ARB,R,B,1h,bgc_arb,"[30, 236, 0.8]"
bgc_arb_002,0.0041,ARB,R,B,1h,bgc_arb,"[42, 192, 1.0]"
bgc_arb_003,0.0041,ARB,R,B,1h,bgc_arb,"[48, 236, 1.0]"
bgc_arb_004,0.0041,ARB,R,B,1h,bgc_arb,"[36, 192, 0.8]"
bgc_arb_005,0.0041,ARB,R,B,1h,bgc_arb,"[42, 192, 0.8]"
bgc_arb_006,0.0041,ARB,R,B,1h,bgc_arb,"[36, 1292, 1.0]"
bgc_arb_007,0.0041,ARB,R,B,1h,bgc_arb,"[48, 288, 0.2]"
bgc_arb_008,0.0041,ARB,R,B,1h,bgc_arb,"[60, 76, 0.4]"
bgc_arb_009,0.0041,ARB,R,B,1h,bgc_arb,"[30, 236, 1.0]"
bgc_arb_010,0.0041,ARB,R,B,1h,bgc_arb,"[8, 288, 0.4]"
bgc_arb_011,0.0041,ARB,R,R,1h,bgc_arb,"[6, 350, 0.7]"
bgc_arb_012,0.0041,ARB,R,R,1h,bgc_arb,"[30, 288, 0.85]"
bgc_arb_013,0.0041,ARB,R,R,1h,bgc_arb,"[48, 192, 0.75]"
bgc_arb_014,0.0041,ARB,R,R,1h,bgc_arb,"[30, 236, 0.75]"
bgc_arb_015,0.0041,ARB,R,R,1h,bgc_arb,"[12, 617, 0.75]"
bgc_arb_016,0.0041,ARB,R,R,1h,bgc_arb,"[18, 512, 0.65]"
bgc_arb_017,0.0041,ARB,R,R,1h,bgc_arb,"[12, 288, 0.75]"
bgc_arb_018,0.0041,ARB,R,R,1h,bgc_arb,"[30, 288, 0.7]"
bgc_arb_019,0.0041,ARB,R,R,1h,bgc_arb,"[42, 288, 0.8]"
bgc_arb_020,0.0041,ARB,R,R,1h,bgc_arb,"[42, 236, 0.75]"
bgc_arb_021,0.0041,ARB,R,R,1h,bgc_arb,"[36, 236, 0.8]"
bgc_arb_022,0.0041,ARB,R,R,1h,bgc_arb,"[42, 155, 0.8]"
bgc_bnb_001,0.0348,BNB,R,B,1h,bgc_bnb,"[8, 236, 0.2]"
bgc_bnb_002,0.0348,BNB,R,B,1h,bgc_bnb,"[18, 57, 0.2]"
bgc_bnb_003,0.0348,BNB,R,B,1h,bgc_bnb,"[36, 617, 1.4]"
bgc_bnb_004,0.0348,BNB,R,B,1h,bgc_bnb,"[96, 76, 1.2]"
bgc_bnb_005,0.0348,BNB,R,B,1h,bgc_bnb,"[36, 617, 1.6]"
